293,-----------------------------,---------,-----------------------,---------------,------------------------------,-------,-----------,-------,------------------------------,-------------------,---------------,-------------------,----------------------------,---------------------------,----------,------------------------,-----------------,----------------,----------------,--------------------,-------------------,-----,-------------,----------------------
293,10.1007/s00253-012-4376-6,Ethanol,12.57 g/L,Xylose,50 g/L,0.246,SC medium,48 h,Batch,YPH499XU/mock,YPH499XU,NA,NA,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,12.29 g/L,Xylose,50 g/L,0.248,SC medium,48 h,Batch,YPH499XU/ADH6,YPH499XU,NA,ADH6,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,12.62 g/L,Xylose,50 g/L,0.253,SC medium,48 h,Batch,YPH499XU/m6ADH1,YPH499XU,NA,m6ADH1,XR-XDH pathway from P. stipitis,ADH1,Yes,Yes,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,11.90 g/L,Xylose,50 g/L,0.241,SC medium,48 h,Batch,YPH499XU/ADH1,YPH499XU,NA,ADH1,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,12.61 g/L,Xylose,50 g/L,0.257,SC medium,48 h,Batch,YPH499XU/mock,YPH499XU,NA,NA,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,12.02 g/L,Xylose,50 g/L,0.244,SC medium,48 h,Batch,YPH499XU/ADH6,YPH499XU,NA,ADH6,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,14.73 g/L,Xylose,50 g/L,0.294,SC medium,48 h,Batch,YPH499XU/m6ADH1,YPH499XU,NA,m6ADH1,XR-XDH pathway from P. stipitis,ADH1,Yes,Yes,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,11.90 g/L,Xylose,50 g/L,0.241,SC medium,48 h,Batch,YPH499XU/ADH1,YPH499XU,NA,ADH1,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,15.70 g/L,Xylose,50 g/L,0.319,SC medium,120 h,Batch,YPH499XU/m6ADH1,YPH499XU,NA,m6ADH1,XR-XDH pathway from P. stipitis,ADH1,Yes,Yes,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
293,10.1007/s00253-012-4376-6,Ethanol,15.24 g/L,Xylose,50 g/L,0.308,SC medium,120 h,Batch,YPH499XU/ADH1,YPH499XU,NA,ADH1,XR-XDH pathway from P. stipitis,ADH1,Yes,NA,50 mL,100 mL bottles,Sufficient,Limited,NA,30°C,No
294,-------------------------,---------,-----------------------,--------------------,------------------------------,-------,----------------------------------------------------------------------------------------------------------,------------,------------------------------,-------------,---------------,-------------------,----------------------------,---------------------,----------,-----------------------,-----------------,----------------,----------------,--------------------,-------------------,-------,-------------,----------------------
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,15.4,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,4.5,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,31,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,V1,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,V2,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,935,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,936,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,938,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,87,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
294,10.1016/j.fm.2014.03.014,NA,NA,Glucose + Fructose,222 g/L,NA,"YEPD enriched with actidione (20 mg/L), benzoic acid (350 mg/L), malic acid (4 g/L)",17-21 days,Batch,SC1,NA,NA,NA,NA,NA,NA,NA,100 ml,"Shake flask, Batch",NA,Anaerobic,3.1-3.22,25°C,NA
295,------------------------------,---------,-----------------------,---------------,------------------------------,-------,------------------------------,------,------------------------------,----------------,---------------,-------------------,----------------------------,--------------------,----------,-----------------------,-----------------,----------------,------------------------------------------------,--------------------,-------------------,-----,-------------,----------------------
295,10.1007/s10295-011-1033-5,Ethanol,6.99 g/l,D-glucose,20 g/l,0.37,YP medium,24 h,Shake flask,Candida sp. NY7122,NA,NA,NA,NA,NA,NA,NA,25 ml,"Shake flask, Batch",Sufficient,Sufficient,6.2,30°C,No
295,10.1007/s10295-011-1033-5,Ethanol,6.59 g/l,D-xylose,20 g/l,0.35,YNBS medium,24 h,Shake flask,Candida sp. NY7122,NA,NA,NA,NA,NA,NA,NA,25 ml,"Shake flask, Batch",Sufficient,Sufficient,6.2,30°C,No
295,10.1007/s10295-011-1033-5,Ethanol,1.92 g/l,L-arabinose,20 g/l,0.22,YP medium,24 h,Shake flask,Candida sp. NY7122,NA,NA,NA,NA,NA,NA,NA,25 ml,"Shake flask, Batch",Sufficient,Sufficient,6.2,30°C,No
295,10.1007/s10295-011-1033-5,Ethanol,27.3 g/l,Mixed,"50 g/l glucose, 20 g/l xylose, 10 g/l arabinose",0.34,Synthetic minimal medium,120 h,Shake flask,Candida sp. NY7122,NA,NA,NA,NA,NA,NA,NA,50 ml,"Shake flask, Batch",Sufficient,Sufficient,3.5,30°C,No
296,------------------------,---------,-----------------------,-------------------,------------------------------,-------,-----------------------------------------,-------,------------------------------,---------------------------,---------------------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,-----------------,---------------------,-------------------,-----,-------------,----------------------
296,10.1007/s00253-012-4113-1,Ethanol,27.6 g/l,Sorghum bagasse,8% (w/v),84.70%,Sorghum bagasse supplemented with ammonium sulfate,131 h,Shake flask,Neurospora crassa DSM 1129,Neurospora crassa DSM 1129,NA,NA,NA,NA,NA,NA,250 ml,Shake flask,Sufficient,Limited,5,30°C,NO
297,----------------------------------,--------------------,----------------------------------------------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,------------------------------------------------------------------------------------------------------------------------------------,--------,--------------------------------,------,-----------------------------,---------------------------------------------------,-------------------,--------------------------------------------------,----------------------------,----------------------------,-----------------,------------------------,-----------------,----------------,----------------,--------------------,-------------------,-----,-------------,-----------------------
297,10.1186/s13068-024-02510-8,Lactic acid; Wax esters,12.0 g/L; 24.4 mg/L and 11.9 mg/L,"d-glucose (12.18 g/L), d-xylose (7.91 g/L), d-mannose (10.43 g/L), d-galactose (7.14 g/L), acetic acid (2.66 g/L), ferulic acid (0.5 g/L), p-coumaric acid (0.5 g/L), furfural (0.84 g/L), HMF (0.35 g/L), formic acid (0.28 g/L)",Same as above,0.3 g/g,Synthetic lignocellulosic hydrolysate (SLH),56 h,Batch,Saccharomyces cerevisiae CEN.PK LX3 and Acinetobacter baylyi ADP1 ASA714,CEN.PK XXX; ASA711,"gpd1, erf2, cyb2 (S. cerevisiae); lldPRD, dld, acr1, poxB (A. baylyi ADP1)",acr1 (A. baylyi ADP1),LDH (from Bos taurus),TDH3 and TEF2,Yes,Yes,1 L,Bioreactor,Sufficient,Sufficient,7,30°C,No
298,------------------------------------------,-------------------,------------------------,---------------,------------------------------,-------,-----------------------,------,------------------------------,-------------,---------------,--------------------,----------------------------,-------------------------------------------------,---------------------------------,-----------------------,-----------------,-----------------,----------------,---------------------,-------------------,-----,-------------,----------------------
298,https://doi.org/10.1021/acs.jafc.3c01082,D-pantothenic acid,4.1 g/L,glucose,40 g/L,4.1 g/L,synthetic complete (SC),NA,fedbatch,DPA171,DPA158,Gal80,"Pos5, Mae1","ScIlv26, PaIlvC, BsIlvD, ScEcm31, MtPanE, CgPanC",GAL-inducible (regulated by glucose),Yes,Yes,1 L,fedbatch,sufficient,sufficient,5,30°C,No
299,----------------------------,---------,---------------------------------------------,-------------------------,------------------------------------,-------------------------------,-------------------------,------,-----------------------------,-------------,---------------,-------------------,----------------------------,---------------------------------,----------,------------------------,-----------------,----------------,----------------,--------------------,-------------------,-----,-------------,----------------------
299,10.1007/s00253-017-8494-z,Ethanol,17.71 ± 0.15 g/L,Xylose,20 g/L,0.396 ± 0.001 g/g-xylose,YP,48h,"Shake flask, Batch",O7,YC-8,NA,NA,xylA from Orpinomyces sp.,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,N
299,10.1007/s00253-017-8494-z,Ethanol,29.66 ± 0.30 g/L,Xylose,20 g/L,0.438 ± 0.011 g/g-xylose,YP,48h,"Shake flask, Batch",O7E15,O7,NA,NA,xylA from Orpinomyces sp.,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,23.83 ± 0.24 g/L,Xylose,20 g/L,0.404 ± 0.007 g/g-xylose,YP,48h,"Shake flask, Batch",O7E49,O7,NA,NA,xylA from Orpinomyces sp.,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,26.10 ± 0.31 g/L,Xylose,20 g/L,0.400 ± 0.002 g/g-xylose,YP,48h,"Shake flask, Batch",P5,YC-8,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,N
299,10.1007/s00253-017-8494-z,Ethanol,35.24 ± 0.32 g/L,Xylose,20 g/L,0.428 ± 0.002 g/g-xylose,YP,48h,"Shake flask, Batch",P5E22,P5,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,32.55 ± 0.61 g/L,Xylose,20 g/L,0.390 ± 0.014 g/g-xylose,YP,48h,"Shake flask, Batch",P5E35,P5,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,33.71 ± 0.16 g/L,Xylose,20 g/L,0.436 ± 0.001 g/g-xylose,YP,48h,"Shake flask, Batch",P5E47,P5,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,33.11 ± 0.33 g/L,Xylose,20 g/L,0.438 ± 0.004 g/g-xylose,YP,48h,"Shake flask, Batch",P5E49,P5,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,30°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,35.57 ± NA g/L,Bagasse hydrolysate,NA,0.411 ± 0.005 g/g-sugar,YP,48h,"Shake flask, Batch",O7E15,O7,NA,NA,xylA from Orpinomyces sp.,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,35°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,33.89 ± NA g/L,Bagasse hydrolysate,NA,0.412 ± 0.002 g/g-sugar,YP,48h,"Shake flask, Batch",P5E49,P5,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,35°C,Y
299,10.1007/s00253-017-8494-z,Ethanol,26.33 ± 0.81 g/L,Glucose + Xylose,"60 g/L glucose, 40 g/L xylose",0.438 ± 0.022 g/g-sugar,YPDX,48h,"Shake flask, Batch",P5E49,P5,NA,NA,xylA from P. ruminicola,TDH3,Y,Y,100 mL,Shake flask,Limited,Limited,5,35°C,Y
300,--------------------------,-----------,-----------------------,---------------,-----------------------------,------------,-------,------,-------------------------------,-------------,---------------,------------------------------------------,---------------------------,------------------------------------------,--------------,------------------------,-----------------,----------------,-----------------,--------------------,-------------------,-----,-------------,----------------------
300,10.1186/s13068-016-0673-0,n-butanol,108.08 mg/L,glucose,NA,0.010 g/g,SMD,74 h,Shake flask,VSY10,VSY0,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",NA,EcadhE A267T/E568K,NA,YES,YES,30 mL,Shake flask,sufficient,anaerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,130.46 mg/L,glucose,NA,0.012 g/g,SMD,74 h,Shake flask,VSY10 + pantothenate,VSY0,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",NA,EcadhE A267T/E568K,NA,YES,YES,30 mL,Shake flask,sufficient,anaerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,148.21 mg/L,glucose,NA,0.012 g/g,SMD,100 h,Shake flask,VSY10,VSY0,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",NA,EcadhE A267T/E568K,NA,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,235.02 mg/L,glucose,NA,0.013 g/g,SMD,100 h,Shake flask,VSY10 + pantothenate,VSY0,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",NA,EcadhE A267T/E568K,NA,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,165.00 mg/L,glucose,NA,0.010 g/g,SMD,100 h,Shake flask,VSY13,VSY10,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",NA,EcadhE A267T/E568K/R577S,NA,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,247.34 mg/L,glucose,NA,0.015 g/g,SMD,100 h,Shake flask,VSY13 + pantothenate,VSY10,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",NA,EcadhE A267T/E568K/R577S,NA,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,243.20 mg/L,glucose,NA,0.016 g/g,SMD,100 h,Shake flask,VSY15,VSY13,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",FMS1,EcadhE A267T/E568K/R577S,pADH1,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,254.49 mg/L,glucose,NA,0.017 g/g,SMD,100 h,Shake flask,VSY15 + pVS4ev,VSY13,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",FMS1,EcadhE A267T/E568K/R577S,pADH1,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,448.72 mg/L,glucose,NA,0.028 g/g,SMD,74 h,Shake flask,VSY15 + pRS62H_tdTer,VSY13,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2",FMS1,"EcadhE A267T/E568K/R577S, Tdter",pADH1,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,633.92 mg/L,glucose,NA,0.057 g/g,SMD,100 h,Shake flask,VSY19,VSY15,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2, ALD6",FMS1,"EcadhE A267T/E568K/R577S, ter",pADH1,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,643.31 mg/L,glucose,NA,0.047 g/g,SMD,100 h,Shake flask,VSY19 + pVS4ev,VSY15,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2, ALD6",FMS1,"EcadhE A267T/E568K/R577S, ter",pADH1,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
300,10.1186/s13068-016-0673-0,n-butanol,859.05 mg/L,glucose,NA,0.071 g/g,SMD,50 h,Shake flask,VSY19 + pRS62H_tdTer,VSY15,"adh1, adh2, adh3, adh4, adh5, adh6, sfa1, gpd2, ALD6",FMS1,"EcadhE A267T/E568K/R577S, ter",pADH1,YES,YES,30 mL,Shake flask,sufficient,aerobic,6.3,30°C,No
301,------------------------------,---------,-----------------------,---------------------------,------------------------------,--------,---------------------,-------,------------------------------,----------------------------------,---------------,-------------------,----------------------------,--------------------,----------,------------------------,-----------------,----------------,-------------------,--------------------,-------------------,----,-------------,----------------------
301,10.1007/s10811-015-0633-2,Ethanol,13 g/L,C. crispus hydrolysate,13.36 g/L,13 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae YPS128,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,7 g/L,P. palmata hydrolysate,16.13 g/L,7 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae YPS128,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,7 g/L,U. lactuca hydrolysate,11.91 g/L,7 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae YPS128,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,<2 g/L,L. digitata hydrolysate,8.48 g/L,1.55 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae YPS128,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,<2 g/L,F. serratus hydrolysate,11.09 g/L,1.55 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae YPS128,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,4.43 g/L,C. crispus hydrolysate,13.36 g/L,4.43 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae Y12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,NA,P. palmata hydrolysate,16.13 g/L,NA,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae Y12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,NA,U. lactuca hydrolysate,11.91 g/L,NA,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae Y12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,NA,L. digitata hydrolysate,8.48 g/L,NA,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae Y12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,NA,F. serratus hydrolysate,11.09 g/L,NA,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae Y12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,3.5 g/L,C. crispus hydrolysate,13.36 g/L,3.5 g/L,Seaweed hydrolysate,120 h,Batch,Pichia anomala TP12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,3.5 g/L,U. lactuca hydrolysate,11.91 g/L,3.5 g/L,Seaweed hydrolysate,120 h,Batch,Pichia anomala TP12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,<3 g/L,L. digitata hydrolysate,8.48 g/L,NA,Seaweed hydrolysate,120 h,Batch,Pichia anomala TP12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,<3 g/L,F. serratus hydrolysate,11.09 g/L,NA,Seaweed hydrolysate,120 h,Batch,Pichia anomala TP12,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,2.90 g/L,C. crispus hydrolysate,13.36 g/L,2.90 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae NCYC2592,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,NA,P. palmata hydrolysate,16.13 g/L,NA,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae NCYC2592,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,NA,U. lactuca hydrolysate,11.91 g/L,NA,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae NCYC2592,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,<2 g/L,L. digitata hydrolysate,8.48 g/L,<2 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae NCYC2592,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,<2 g/L,F. serratus hydrolysate,11.09 g/L,<2 g/L,Seaweed hydrolysate,120 h,Batch,Saccharomyces cerevisiae NCYC2592,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,0.00 g/L,C. crispus hydrolysate,13.36 g/L,0.00 g/L,Seaweed hydrolysate,120 h,Batch,Candida succiphila NCYC1403,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,0.00 g/L,P. palmata hydrolysate,16.13 g/L,0.00 g/L,Seaweed hydrolysate,120 h,Batch,Candida succiphila NCYC1403,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,0.00 g/L,U. lactuca hydrolysate,11.91 g/L,0.00 g/L,Seaweed hydrolysate,120 h,Batch,Candida succiphila NCYC1403,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,0.00 g/L,L. digitata hydrolysate,8.48 g/L,0.00 g/L,Seaweed hydrolysate,120 h,Batch,Candida succiphila NCYC1403,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
301,10.1007/s10811-015-0633-2,Ethanol,0.00 g/L,F. serratus hydrolysate,11.09 g/L,0.00 g/L,Seaweed hydrolysate,120 h,Batch,Candida succiphila NCYC1403,NA,NA,NA,NA,NA,NA,NA,30 mL,Batch fermenter,Sufficient,Anaerobic,7,30°C,NA
302,--------------------------,---------,-----------------------,---------------,------------------------------,----------,------------------------------------,------,------------------------------,----------------,---------------,-------------------,---------------------------,--------------------,----------,------------------------,-----------------,----------------,-------------------,--------------------,-------------------,-----,-------------,----------------------
302,10.1007/s00449-011-0590-3,Ethanol,46.7 g/L,Glucose,117 g/L,0.406 g/g,YNB medium + glucose + amino acids,19 h,"Batch, anaerobic",Wild type,NA,NA,NA,NA,NA,Y,NA,0.8 L,"Batch, bioreactor",Sufficient,Anaerobic,5,30°C,NA
302,10.1007/s00449-011-0590-3,Glycerol,4.98 g/L,Glucose,117 g/L,NA,YNB medium + glucose + amino acids,19 h,"Batch, anaerobic",Wild type,NA,NA,NA,NA,NA,Y,NA,0.8 L,"Batch, bioreactor",Sufficient,Anaerobic,5,30°C,NA
302,10.1007/s00449-011-0590-3,Ethanol,47.0 g/L,Glucose,117 g/L,0.420 g/g,YNB medium + glucose + amino acids,19 h,"Batch, anaerobic",DGPD1,CEN.PK2-1D,GPD1,NA,NA,NA,Y,NA,0.8 L,"Batch, bioreactor",Sufficient,Anaerobic,5,30°C,NA
302,10.1007/s00449-011-0590-3,Glycerol,2.80 g/L,Glucose,117 g/L,NA,YNB medium + glucose + amino acids,19 h,"Batch, anaerobic",DGPD1,CEN.PK2-1D,GPD1,NA,NA,NA,Y,NA,0.8 L,"Batch, bioreactor",Sufficient,Anaerobic,5,30°C,NA
302,10.1007/s00449-011-0590-3,Ethanol,46.8 g/L,Glucose,117 g/L,0.410 g/g,YNB medium + glucose + amino acids,19 h,"Batch, anaerobic",DGDH1,CEN.PK2-1D,GDH1,NA,NA,NA,Y,NA,0.8 L,"Batch, bioreactor",Sufficient,Anaerobic,5,30°C,NA
